m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3187"
"2012-11-01 00:00:00","c#","12233"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13592"
"2012-11-01 00:00:00","javascript","12324"
"2012-11-01 00:00:00","perl","637"
"2012-11-01 00:00:00","php","11738"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2129"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2562"
"2012-12-01 00:00:00","c#","10946"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12407"
"2012-12-01 00:00:00","javascript","11733"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11020"
"2012-12-01 00:00:00","python","5746"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12745"
"2013-01-01 00:00:00","c++","6036"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13692"
"2013-01-01 00:00:00","javascript","13779"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12832"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2305"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3090"
"2013-02-01 00:00:00","c#","12472"
"2013-02-01 00:00:00","c++","6058"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13672"
"2013-02-01 00:00:00","javascript","13612"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12504"
"2013-02-01 00:00:00","python","6727"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2213"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14223"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15263"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14059"
"2013-03-01 00:00:00","python","7608"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3524"
"2013-04-01 00:00:00","c#","13865"
"2013-04-01 00:00:00","c++","7107"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16188"
"2013-04-01 00:00:00","javascript","15289"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13354"
"2013-04-01 00:00:00","python","7919"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3187"
"2013-05-01 00:00:00","c#","13435"
"2013-05-01 00:00:00","c++","6819"
"2013-05-01 00:00:00","delphi","534"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15231"
"2013-05-01 00:00:00","javascript","15022"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13033"
"2013-05-01 00:00:00","python","7794"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","ruby","2336"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2932"
"2013-06-01 00:00:00","c#","12757"
"2013-06-01 00:00:00","c++","6179"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13888"
"2013-06-01 00:00:00","javascript","14570"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12656"
"2013-06-01 00:00:00","python","7587"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3007"
"2013-07-01 00:00:00","c#","14138"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15140"
"2013-07-01 00:00:00","javascript","16770"
"2013-07-01 00:00:00","perl","952"
"2013-07-01 00:00:00","php","14244"
"2013-07-01 00:00:00","python","8595"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13817"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15012"
"2013-08-01 00:00:00","javascript","16794"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14239"
"2013-08-01 00:00:00","python","7933"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3384"
"2013-09-01 00:00:00","c#","13726"
"2013-09-01 00:00:00","c++","6534"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16214"
"2013-09-01 00:00:00","javascript","17647"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14188"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1709"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15159"
"2013-10-01 00:00:00","c++","7953"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18657"
"2013-10-01 00:00:00","javascript","19661"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15254"
"2013-10-01 00:00:00","python","9467"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4275"
"2013-11-01 00:00:00","c#","14543"
"2013-11-01 00:00:00","c++","8106"
"2013-11-01 00:00:00","delphi","461"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18690"
"2013-11-01 00:00:00","javascript","18425"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14798"
"2013-11-01 00:00:00","python","9471"
"2013-11-01 00:00:00","r","2186"
"2013-11-01 00:00:00","ruby","2573"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3495"
"2013-12-01 00:00:00","c#","13591"
"2013-12-01 00:00:00","c++","6990"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17402"
"2013-12-01 00:00:00","javascript","17963"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14367"
"2013-12-01 00:00:00","python","8440"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3726"
"2014-01-01 00:00:00","c#","15298"
"2014-01-01 00:00:00","c++","7677"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18615"
"2014-01-01 00:00:00","javascript","21068"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16723"
"2014-01-01 00:00:00","python","9823"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3966"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7654"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19180"
"2014-02-01 00:00:00","javascript","21084"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16451"
"2014-02-01 00:00:00","python","9878"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","ruby","2597"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4548"
"2014-03-01 00:00:00","c#","16119"
"2014-03-01 00:00:00","c++","8649"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21896"
"2014-03-01 00:00:00","javascript","22568"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18228"
"2014-03-01 00:00:00","python","11400"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3998"
"2014-04-01 00:00:00","c#","15250"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20775"
"2014-04-01 00:00:00","javascript","21333"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17557"
"2014-04-01 00:00:00","python","10730"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2742"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13837"
"2014-05-01 00:00:00","c++","6766"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17878"
"2014-05-01 00:00:00","javascript","19688"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14661"
"2014-05-01 00:00:00","python","9218"
"2014-05-01 00:00:00","r","2577"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","267"
"2014-06-01 00:00:00","c","2763"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5646"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15844"
"2014-06-01 00:00:00","javascript","18214"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12914"
"2014-06-01 00:00:00","python","8890"
"2014-06-01 00:00:00","r","2397"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2822"
"2014-07-01 00:00:00","c#","13635"
"2014-07-01 00:00:00","c++","6255"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17303"
"2014-07-01 00:00:00","javascript","20047"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14201"
"2014-07-01 00:00:00","python","9898"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1633"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12454"
"2014-08-01 00:00:00","c++","5864"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18377"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13128"
"2014-08-01 00:00:00","python","9098"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1690"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3224"
"2014-09-01 00:00:00","c#","12292"
"2014-09-01 00:00:00","c++","6167"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16631"
"2014-09-01 00:00:00","javascript","18054"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13296"
"2014-09-01 00:00:00","python","8759"
"2014-09-01 00:00:00","r","2358"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3796"
"2014-10-01 00:00:00","c#","12525"
"2014-10-01 00:00:00","c++","6822"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17843"
"2014-10-01 00:00:00","javascript","18857"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13529"
"2014-10-01 00:00:00","python","9561"
"2014-10-01 00:00:00","r","2766"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2460"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3657"
"2014-11-01 00:00:00","c#","11845"
"2014-11-01 00:00:00","c++","6541"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17799"
"2014-11-01 00:00:00","javascript","17938"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12992"
"2014-11-01 00:00:00","python","9558"
"2014-11-01 00:00:00","r","2704"
"2014-11-01 00:00:00","ruby","2114"
"2014-11-01 00:00:00","swift","2555"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3149"
"2014-12-01 00:00:00","c#","11062"
"2014-12-01 00:00:00","c++","6071"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16332"
"2014-12-01 00:00:00","javascript","16944"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12303"
"2014-12-01 00:00:00","python","9027"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2483"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3205"
"2015-01-01 00:00:00","c#","11730"
"2015-01-01 00:00:00","c++","6125"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16517"
"2015-01-01 00:00:00","javascript","18502"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13580"
"2015-01-01 00:00:00","python","9672"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2424"
"2015-01-01 00:00:00","swift","3046"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3362"
"2015-02-01 00:00:00","c#","11776"
"2015-02-01 00:00:00","c++","6466"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16727"
"2015-02-01 00:00:00","javascript","18646"
"2015-02-01 00:00:00","perl","565"
"2015-02-01 00:00:00","php","13491"
"2015-02-01 00:00:00","python","10190"
"2015-02-01 00:00:00","r","2966"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3231"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3916"
"2015-03-01 00:00:00","c#","13267"
"2015-03-01 00:00:00","c++","7386"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19754"
"2015-03-01 00:00:00","javascript","20529"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14901"
"2015-03-01 00:00:00","python","11597"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3591"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3949"
"2015-04-01 00:00:00","c#","13084"
"2015-04-01 00:00:00","c++","7141"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19787"
"2015-04-01 00:00:00","javascript","20897"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14946"
"2015-04-01 00:00:00","python","11440"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3519"
"2015-05-01 00:00:00","c#","13356"
"2015-05-01 00:00:00","c++","6815"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18528"
"2015-05-01 00:00:00","javascript","22140"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14569"
"2015-05-01 00:00:00","python","11209"
"2015-05-01 00:00:00","r","3425"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3795"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13529"
"2015-06-01 00:00:00","c++","6519"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17844"
"2015-06-01 00:00:00","javascript","22611"
"2015-06-01 00:00:00","perl","578"
"2015-06-01 00:00:00","php","14350"
"2015-06-01 00:00:00","python","11802"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14110"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18681"
"2015-07-01 00:00:00","javascript","23964"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15360"
"2015-07-01 00:00:00","python","12314"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13225"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","447"
"2015-08-01 00:00:00","java","17086"
"2015-08-01 00:00:00","javascript","22158"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14237"
"2015-08-01 00:00:00","python","11222"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5083"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12914"
"2015-09-01 00:00:00","c++","5910"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16933"
"2015-09-01 00:00:00","javascript","21393"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13497"
"2015-09-01 00:00:00","python","10966"
"2015-09-01 00:00:00","r","3330"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3677"
"2015-10-01 00:00:00","c#","12790"
"2015-10-01 00:00:00","c++","7050"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18537"
"2015-10-01 00:00:00","javascript","21814"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13900"
"2015-10-01 00:00:00","python","12479"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3612"
"2015-11-01 00:00:00","c#","12375"
"2015-11-01 00:00:00","c++","7084"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17763"
"2015-11-01 00:00:00","javascript","21262"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13309"
"2015-11-01 00:00:00","python","12288"
"2015-11-01 00:00:00","r","3539"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12133"
"2015-12-01 00:00:00","c++","6558"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16539"
"2015-12-01 00:00:00","javascript","21075"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13722"
"2015-12-01 00:00:00","python","11651"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4371"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12355"
"2016-01-01 00:00:00","c++","6096"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16614"
"2016-01-01 00:00:00","javascript","22500"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14558"
"2016-01-01 00:00:00","python","12346"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4783"
"2016-02-01 00:00:00","assembly","348"
"2016-02-01 00:00:00","c","3275"
"2016-02-01 00:00:00","c#","12726"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17839"
"2016-02-01 00:00:00","javascript","22466"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14894"
"2016-02-01 00:00:00","python","13242"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13600"
"2016-03-01 00:00:00","c++","7017"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19886"
"2016-03-01 00:00:00","javascript","24084"
"2016-03-01 00:00:00","perl","466"
"2016-03-01 00:00:00","php","15104"
"2016-03-01 00:00:00","python","14053"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2257"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3352"
"2016-04-01 00:00:00","c#","13709"
"2016-04-01 00:00:00","c++","6889"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19468"
"2016-04-01 00:00:00","javascript","23440"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14448"
"2016-04-01 00:00:00","python","13643"
"2016-04-01 00:00:00","r","4126"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4747"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","c#","13485"
"2016-05-01 00:00:00","c++","6125"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17008"
"2016-05-01 00:00:00","javascript","22978"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14410"
"2016-05-01 00:00:00","python","13097"
"2016-05-01 00:00:00","r","3799"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4410"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13051"
"2016-06-01 00:00:00","c++","5712"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22137"
"2016-06-01 00:00:00","perl","436"
"2016-06-01 00:00:00","php","13590"
"2016-06-01 00:00:00","python","12902"
"2016-06-01 00:00:00","r","3862"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4790"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11994"
"2016-07-01 00:00:00","c++","5464"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14925"
"2016-07-01 00:00:00","javascript","22196"
"2016-07-01 00:00:00","perl","414"
"2016-07-01 00:00:00","php","12891"
"2016-07-01 00:00:00","python","12818"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4928"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2213"
"2016-08-01 00:00:00","c#","12714"
"2016-08-01 00:00:00","c++","5013"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15171"
"2016-08-01 00:00:00","javascript","22651"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12855"
"2016-08-01 00:00:00","python","12903"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4900"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11095"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14664"
"2016-09-01 00:00:00","javascript","20439"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","php","12117"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4855"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","c#","11444"
"2016-10-01 00:00:00","c++","5967"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15315"
"2016-10-01 00:00:00","javascript","20434"
"2016-10-01 00:00:00","perl","403"
"2016-10-01 00:00:00","php","12246"
"2016-10-01 00:00:00","python","13498"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11644"
"2016-11-01 00:00:00","c++","6073"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
